doc_id,customer_id,age,education,job,balance,duration,complaint,support_response,converted
1380,CUST0173,39,tertiary,management,17724.86,122,I have been unable to log in to internet banking for the past two days due to a technical error.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
1381,CUST0744,40,secondary,retired,1487.4,227,I have sent four emails regarding my issue and none of them have received a response.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
1382,CUST0221,68,primary,admin.,2014.44,211,"I was not notified when my standing instruction payment failed, causing a delayed bill payment.",Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,1
1383,CUST0096,22,tertiary,management,20383.52,10,My joint account holder passed away and I need assistance converting it to a single account.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
1384,CUST0361,46,unknown,entrepreneur,3822.33,40,What is the penal interest rate for late credit card payments?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
1385,CUST0003,48,tertiary,management,2719.39,447,"My online banking password reset link expired within minutes, making it impossible to regain access.","We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
1386,CUST0161,28,tertiary,admin.,999.91,559,The insurance premium linked to my account was deducted twice in the same month.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
1387,CUST0221,68,primary,admin.,2014.44,303,Can I set spending limits on my credit card for specific categories?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
1388,CUST0651,62,secondary,services,2171.85,508,How can I enable international transactions on my debit card?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
1389,CUST0414,55,secondary,technician,22128.96,73,My home loan EMI was debited twice this month. I need the extra amount reversed immediately.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
1390,CUST0151,43,tertiary,unknown,10939.45,56,What are the eligibility criteria for a student loan?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
1391,CUST0635,28,primary,retired,-1433.38,96,How is the EMI calculated for a personal loan of Rs. 5 lakhs?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
1392,CUST0501,51,unknown,admin.,13228.21,11,Scheduled recurring payments through the app were not processed on the specified dates.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
1393,CUST0117,40,tertiary,unknown,815.36,332,I was charged a late payment fee even though I paid before the due date. Please investigate.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
